Name,Current Price,S3,S2,S1,Pivot,R1,R2,R3
INSECTICID,577.9,563.7,568.7,573.3,578.3,582.9,587.9,592.5
INSPIRE,48.85,45.57,46.28,47.57,48.28,49.57,50.28,51.57
INSPIRISYS,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9
INTELLECT,1041.5,1006.5,1020.1,1030.8,1044.4,1055.1,1068.7,1079.4
INTENTECH,119.9,115.77,117.43,118.67,120.33,121.57,123.23,124.47
INTLCONV,87.25,84.38,85.72,86.48,87.82,88.58,89.92,90.68
INVENTURE,2.2,2.13,2.17,2.18,2.22,2.23,2.27,2.28
IOB,66.75,63.88,65.12,65.93,67.17,67.98,69.22,70.03
IOC,171.55,167.32,168.58,170.07,171.33,172.82,174.08,175.57
IOLCP,399.5,383.17,388.63,394.07,399.53,404.97,410.43,415.87
IONEXCHANG,547.7,519.82,531.03,539.37,550.58,558.92,570.13,578.47
IPCALAB,1338.5,1317.07,1323.53,1331.02,1337.48,1344.97,1351.43,1358.92
IPL,237.35,216.9,224.75,231.05,238.9,245.2,253.05,259.35
IPSL,171.75,171.75,171.75,171.75,171.75,171.75,171.75,171.75
IRB,68.8,64.67,66.13,67.47,68.93,70.27,71.73,73.07
IRBINVIT,67.58,66.77,67.12,67.35,67.7,67.93,68.28,68.51
IRCON,250.8,233.93,238.27,244.53,248.87,255.13,259.47,265.73
IRCTC,1044.45,995.3,1010.95,1027.7,1043.35,1060.1,1075.75,1092.5
IREDA,170.65,158.9,162.85,166.75,170.7,174.6,178.55,182.45
IRFC,158.05,142.7,146.15,152.1,155.55,161.5,164.95,170.9
IRIS,139.6,133.57,135.33,137.47,139.23,141.37,143.13,145.27
IRISDOREME,79.15,75.63,76.82,77.98,79.17,80.33,81.52,82.68
IRMENERGY,567.85,527.9,543.95,555.9,571.95,583.9,599.95,611.9
ISEC,729.35,710.27,715.68,722.52,727.93,734.77,740.18,747.02
ISFT,136.4,130.22,131.83,134.12,135.73,138.02,139.63,141.92
ISGEC,1099.55,1035.83,1051.92,1075.73,1091.82,1115.63,1131.72,1155.53
ISHAN,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
ISMTLTD,103.2,96.63,99.67,101.43,104.47,106.23,109.27,111.03
IT,35.54,34.36,34.86,35.2,35.7,36.04,36.54,36.88
ITALIANE,35.85,34.52,35.18,35.52,36.18,36.52,37.18,37.52
ITBEES,35.68,34.17,34.86,35.27,35.96,36.37,37.06,37.47
ITC,440.0,429.6,433.0,436.5,439.9,443.4,446.8,450.3
ITDC,681.0,651.87,661.13,671.07,680.33,690.27,699.53,709.47
ITDCEM,372.9,360.6,365.8,369.35,374.55,378.1,383.3,386.85
ITETF,34.05,32.93,33.32,33.68,34.07,34.43,34.82,35.18
ITETFADD,33.93,31.07,31.89,32.91,33.73,34.75,35.57,36.59
ITI,292.95,279.2,284.35,288.65,293.8,298.1,303.25,307.55
ITIETF,35.65,34.58,35.04,35.35,35.81,36.12,36.58,36.89
IVC,10.15,9.87,9.98,10.07,10.18,10.27,10.38,10.47
IVP,172.0,167.48,169.17,170.58,172.27,173.68,175.37,176.78
IVZINGOLD,6430.0,6300.83,6326.67,6378.33,6404.17,6455.83,6481.67,6533.33
IVZINNIFTY,2543.0,2437.56,2468.49,2505.75,2536.68,2573.94,2604.87,2642.13
IWEL,7616.4,7179.62,7292.33,7454.37,7567.08,7729.12,7841.83,8003.87
IZMO,358.85,333.9,344.55,351.7,362.35,369.5,380.15,387.3
J&KBANK,132.35,129.13,130.22,131.28,132.37,133.43,134.52,135.58
JAGRAN,104.25,98.85,100.95,102.6,104.7,106.35,108.45,110.1
JAGSNPHARM,343.55,318.28,324.32,333.93,339.97,349.58,355.62,365.23
JAIBALAJI,1085.7,998.73,1039.37,1062.53,1103.17,1126.33,1166.97,1190.13
JAICORPLTD,316.95,301.48,308.72,312.83,320.07,324.18,331.42,335.53
JAINAM,139.0,136.33,137.67,138.33,139.67,140.33,141.67,142.33
JAIPURKURT,50.2,47.52,48.13,49.17,49.78,50.82,51.43,52.47
JALAN,3.95,3.7,3.75,3.85,3.9,4.0,4.05,4.15
JAMNAAUTO,132.15,125.7,128.25,130.2,132.75,134.7,137.25,139.2
JASH,1845.45,1740.77,1785.88,1815.67,1860.78,1890.57,1935.68,1965.47
JAYAGROGN,244.55,237.83,240.42,242.48,245.07,247.13,249.72,251.78
JAYBARMARU,120.1,113.03,115.17,117.63,119.77,122.23,124.37,126.83
JAYNECOIND,55.5,49.17,51.43,53.47,55.73,57.77,60.03,62.07
JAYSREETEA,101.6,98.82,100.03,100.82,102.03,102.82,104.03,104.82
JBCHEPHARM,1865.05,1816.03,1832.02,1848.53,1864.52,1881.03,1897.02,1913.53
JBMA,1780.85,1716.77,1745.88,1763.37,1792.48,1809.97,1839.08,1856.57
JCHAC,1141.25,1078.9,1104.45,1122.85,1148.4,1166.8,1192.35,1210.75
JETAIRWAYS,49.1,45.27,46.03,47.57,48.33,49.87,50.63,52.17
JETFREIGHT,14.3,13.82,14.03,14.17,14.38,14.52,14.73,14.87
JFLLIFE,45.0,37.5,39.0,42.0,43.5,46.5,48.0,51.0
JGCHEM,250.6,235.07,242.53,246.57,254.03,258.07,265.53,269.57
JHS,18.0,17.75,17.8,17.9,17.95,18.05,18.1,18.2
JINDALPHOT,641.9,621.13,627.07,634.48,640.42,647.83,653.77,661.18
JINDALPOLY,583.5,554.92,565.23,574.37,584.68,593.82,604.13,613.27
JINDALSAW,559.4,534.77,541.53,550.47,557.23,566.17,572.93,581.87
JINDALSTEL,931.85,902.78,914.62,923.23,935.07,943.68,955.52,964.13
JINDRILL,788.2,747.67,766.33,777.27,795.93,806.87,825.53,836.47
JINDWORLD,336.65,309.43,322.22,329.43,342.22,349.43,362.22,369.43
JIOFIN,381.75,375.62,378.08,379.92,382.38,384.22,386.68,388.52
JISLDVREQS,33.75,31.83,32.52,33.13,33.82,34.43,35.12,35.73
JISLJALEQS,59.3,55.63,56.77,58.03,59.17,60.43,61.57,62.83
JITFINFRA,704.15,704.15,704.15,704.15,704.15,704.15,704.15,704.15
JIWANRAM,15.5,14.98,15.17,15.33,15.52,15.68,15.87,16.03
JKCEMENT,4072.6,3897.9,3947.0,4009.8,4058.9,4121.7,4170.8,4233.6
JKIL,648.3,623.67,632.33,640.32,648.98,656.97,665.63,673.62
JKLAKSHMI,794.25,779.17,784.08,789.17,794.08,799.17,804.08,809.17
JKPAPER,386.4,365.55,370.7,378.55,383.7,391.55,396.7,404.55
JKTYRE,409.4,397.0,402.5,405.95,411.45,414.9,420.4,423.85
JLHL,1210.2,1116.6,1143.0,1176.6,1203.0,1236.6,1263.0,1296.6
JMA,100.4,96.0,97.5,98.95,100.45,101.9,103.4,104.85
JMFINANCIL,81.9,80.1,80.9,81.4,82.2,82.7,83.5,84.0
JOCIL,193.95,189.78,190.92,192.43,193.57,195.08,196.22,197.73
JPASSOCIAT,19.8,19.0,19.3,19.55,19.85,20.1,20.4,20.65
JPOLYINVST,716.1,674.07,690.43,703.27,719.63,732.47,748.83,761.67
JPPOWER,18.1,17.72,17.83,17.97,18.08,18.22,18.33,18.47
JSFB,507.85,472.45,481.35,494.6,503.5,516.75,525.65,538.9
JSL,701.15,656.53,677.52,689.33,710.32,722.13,743.12,754.93
JSLL,1015.5,970.5,985.3,1000.4,1015.2,1030.3,1045.1,1060.2
JSWENERGY,600.9,586.85,593.0,596.95,603.1,607.05,613.2,617.15
JSWHL,6846.55,6382.45,6556.25,6701.4,6875.2,7020.35,7194.15,7339.3
JSWINFRA,252.5,247.08,248.87,250.68,252.47,254.28,256.07,257.88
JSWSTEEL,887.25,847.25,865.95,876.6,895.3,905.95,924.65,935.3
JTEKTINDIA,178.9,169.6,173.7,176.3,180.4,183.0,187.1,189.7
JTLIND,222.4,194.3,200.8,211.6,218.1,228.9,235.4,246.2
JUBLFOOD,437.35,428.65,432.35,434.85,438.55,441.05,444.75,447.25
JUBLINDS,1184.5,1070.07,1105.13,1144.82,1179.88,1219.57,1254.63,1294.32
JUBLINGREA,544.1,513.73,527.87,535.98,550.12,558.23,572.37,580.48
JUBLPHARMA,680.65,660.7,668.35,674.5,682.15,688.3,695.95,702.1
JUNIORBEES,682.92,620.16,638.71,660.81,679.36,701.46,720.01,742.11
JUNIPER,473.2,446.42,456.73,464.97,475.28,483.52,493.83,502.07
JUSTDIAL,1066.8,1022.93,1042.47,1054.63,1074.17,1086.33,1105.87,1118.03
JWL,410.95,389.23,399.12,405.03,414.92,420.83,430.72,436.63
JYOTHYLAB,420.45,403.02,410.28,415.37,422.63,427.72,434.98,440.07
JYOTICNC,807.4,766.35,783.2,795.3,812.15,824.25,841.1,853.2
JYOTISTRUC,24.15,22.57,22.88,23.52,23.83,24.47,24.78,25.42
K2INFRA,148.65,141.1,143.55,146.1,148.55,151.1,153.55,156.1
KABRAEXTRU,377.5,351.2,361.0,369.25,379.05,387.3,397.1,405.35
KAJARIACER,1205.5,1143.95,1169.8,1187.65,1213.5,1231.35,1257.2,1275.05
KAKATCEM,219.2,210.32,213.93,216.57,220.18,222.82,226.43,229.07
KALAMANDIR,201.95,195.1,198.05,200.0,202.95,204.9,207.85,209.8
KALYANIFRG,436.25,409.25,420.15,428.2,439.1,447.15,458.05,466.1
KALYANKJIL,419.4,409.7,412.6,416.0,418.9,422.3,425.2,428.6
KAMATHOTEL,294.2,289.05,290.8,292.5,294.25,295.95,297.7,299.4
KAMDHENU,539.4,511.75,519.5,529.45,537.2,547.15,554.9,564.85
KAMOPAINTS,188.95,180.9,182.85,185.9,187.85,190.9,192.85,195.9
KANANIIND,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
KANDARP,29.6,27.2,27.8,28.7,29.3,30.2,30.8,31.7
KANORICHEM,122.55,116.58,119.22,120.88,123.52,125.18,127.82,129.48
KANPRPLA,108.95,102.92,105.38,107.17,109.63,111.42,113.88,115.67
KANSAINER,279.9,271.22,273.33,276.62,278.73,282.02,284.13,287.42
KAPSTON,288.95,273.3,279.45,284.2,290.35,295.1,301.25,306.0
KARMAENG,76.9,76.9,76.9,76.9,76.9,76.9,76.9,76.9
KARNIKA,307.35,279.57,289.78,298.57,308.78,317.57,327.78,336.57
KARURVYSYA,191.2,186.7,188.6,189.9,191.8,193.1,195.0,196.3
KAUSHALYA,804.65,752.17,776.08,790.37,814.28,828.57,852.48,866.77
KAVVERITEL,14.3,13.43,13.67,13.98,14.22,14.53,14.77,15.08
KAYA,345.45,332.33,336.72,341.08,345.47,349.83,354.22,358.58
KAYNES,2728.5,2494.67,2544.83,2636.67,2686.83,2778.67,2828.83,2920.67
KBCGLOBAL,2.1,1.85,1.9,2.0,2.05,2.15,2.2,2.3
KCEIL,231.55,215.7,221.85,226.7,232.85,237.7,243.85,248.7
KCK,105.7,101.13,102.07,103.88,104.82,106.63,107.57,109.38
KCP,181.65,157.0,166.95,174.3,184.25,191.6,201.55,208.9
KCPSUGIND,39.9,36.05,37.6,38.75,40.3,41.45,43.0,44.15
KDDL,2597.35,2505.32,2536.78,2567.07,2598.53,2628.82,2660.28,2690.57
KDL,1073.95,1034.38,1042.32,1058.13,1066.07,1081.88,1089.82,1105.63
KEC,726.15,705.6,713.65,719.9,727.95,734.2,742.25,748.5
KECL,130.6,105.73,111.87,121.23,127.37,136.73,142.87,152.23
KEEPLEARN,4.65,4.57,4.58,4.62,4.63,4.67,4.68,4.72
KEI,3897.15,3747.23,3801.12,3849.13,3903.02,3951.03,4004.92,4052.93
KEL,160.0,159.33,159.67,159.83,160.17,160.33,160.67,160.83
KELLTONTEC,100.95,93.8,96.75,98.85,101.8,103.9,106.85,108.95
KERNEX,536.3,506.6,520.8,528.55,542.75,550.5,564.7,572.45
KESORAMIND,175.8,169.78,171.87,173.83,175.92,177.88,179.97,181.93
KEYFINSERV,184.55,174.7,178.85,181.7,185.85,188.7,192.85,195.7
KFINTECH,693.45,629.72,645.88,669.67,685.83,709.62,725.78,749.57
KHADIM,350.6,322.0,335.0,342.8,355.8,363.6,376.6,384.4
KHAICHEM,74.75,72.45,73.45,74.1,75.1,75.75,76.75,77.4
KHAITANLTD,68.95,64.68,66.72,67.83,69.87,70.98,73.02,74.13
KHANDSE,29.95,28.43,29.12,29.53,30.22,30.63,31.32,31.73
KHFM,67.85,62.8,64.65,66.25,68.1,69.7,71.55,73.15
KICL,4375.25,4207.93,4286.22,4330.73,4409.02,4453.53,4531.82,4576.33
KILITCH,359.25,320.2,330.35,344.8,354.95,369.4,379.55,394.0
KIMS,2004.8,1931.38,1956.37,1980.58,2005.57,2029.78,2054.77,2078.98
KINGFA,1996.65,1774.43,1832.22,1914.43,1972.22,2054.43,2112.22,2194.43
KIOCL,449.7,420.2,429.7,439.7,449.2,459.2,468.7,478.7
KIRIINDUS,372.2,357.18,363.67,367.93,374.42,378.68,385.17,389.43
KIRLOSBROS,1299.15,1210.7,1248.25,1273.7,1311.25,1336.7,1374.25,1399.7
KIRLOSENG,1018.3,900.43,928.07,973.18,1000.82,1045.93,1073.57,1118.68
KIRLOSIND,5232.65,3963.1,4301.55,4767.1,5105.55,5571.1,5909.55,6375.1
KIRLPNU,1068.7,808.73,869.37,969.03,1029.67,1129.33,1189.97,1289.63
KITEX,204.7,195.3,198.0,201.35,204.05,207.4,210.1,213.45
KKCL,712.35,684.37,693.18,702.77,711.58,721.17,729.98,739.57
KLL,100.6,96.4,98.2,99.4,101.2,102.4,104.2,105.4
KMSUGAR,42.6,38.77,40.13,41.37,42.73,43.97,45.33,46.57
KNAGRI,134.5,120.33,124.17,129.33,133.17,138.33,142.17,147.33
KNRCON,266.7,254.03,257.77,262.23,265.97,270.43,274.17,278.63
KODYTECH,883.7,822.47,841.23,862.47,881.23,902.47,921.23,942.47
KOHINOOR,41.7,38.87,39.93,40.82,41.88,42.77,43.83,44.72
KOKUYOCMLN,144.1,130.48,135.97,140.03,145.52,149.58,155.07,159.13
KOLTEPATIL,542.9,528.5,533.3,538.1,542.9,547.7,552.5,557.3
KONSTELEC,174.25,159.5,164.75,169.5,174.75,179.5,184.75,189.5
KONTOR,84.85,82.57,83.28,84.07,84.78,85.57,86.28,87.07
KOPRAN,254.9,240.98,246.97,250.93,256.92,260.88,266.87,270.83
KORE,396.85,385.17,390.58,393.72,399.13,402.27,407.68,410.82
KOTAKBANK,1608.5,1540.67,1572.83,1590.67,1622.83,1640.67,1672.83,1690.67
KOTAKNV20,136.16,128.13,132.07,134.11,138.05,140.09,144.03,146.07
KOTARISUG,59.75,58.0,58.75,59.25,60.0,60.5,61.25,61.75
KOTHARIPET,132.05,126.52,129.08,130.57,133.13,134.62,137.18,138.67
KOTHARIPRO,130.0,124.32,126.13,128.07,129.88,131.82,133.63,135.57
KOTYARK,1131.6,1071.25,1092.6,1112.1,1133.45,1152.95,1174.3,1193.8
KPIGREEN,2003.7,2003.7,2003.7,2003.7,2003.7,2003.7,2003.7,2003.7
KPIL,1186.95,1148.8,1160.05,1173.5,1184.75,1198.2,1209.45,1222.9
KPITTECH,1416.45,1296.3,1336.15,1376.3,1416.15,1456.3,1496.15,1536.3
KPRMILL,865.35,841.5,850.85,858.1,867.45,874.7,884.05,891.3
KRBL,296.3,287.95,291.5,293.9,297.45,299.85,303.4,305.8
KREBSBIO,73.0,68.33,69.67,71.33,72.67,74.33,75.67,77.33
KRIDHANINF,4.55,4.22,4.28,4.42,4.48,4.62,4.68,4.82
KRISHANA,228.75,214.73,221.12,224.93,231.32,235.13,241.52,245.33
KRISHCA,233.75,223.22,228.48,231.12,236.38,239.02,244.28,246.92
KRISHIVAL,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0
KRISHNADEF,441.5,396.17,408.63,425.07,437.53,453.97,466.43,482.87
KRITI,141.1,133.82,136.03,138.57,140.78,143.32,145.53,148.07
KRITIKA,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9
KRITINUT,109.2,102.45,105.3,107.25,110.1,112.05,114.9,116.85
KRSNAA,565.5,539.4,549.7,557.6,567.9,575.8,586.1,594.0
KRYSTAL,765.0,735.4,748.2,756.6,769.4,777.8,790.6,799.0
KSB,4674.75,3913.25,4271.65,4473.2,4831.6,5033.15,5391.55,5593.1
KSCL,879.85,783.07,805.68,842.77,865.38,902.47,925.08,962.17
KSHITIJPOL,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
KSL,899.1,788.55,839.3,869.2,919.95,949.85,1000.6,1030.5
KSOLVES,1103.45,1080.35,1089.75,1096.6,1106.0,1112.85,1122.25,1129.1
KTKBANK,227.85,222.83,224.42,226.13,227.72,229.43,231.02,232.73
KTL,50.7,47.7,49.2,49.95,51.45,52.2,53.7,54.45
KUANTUM,160.55,153.42,155.98,158.27,160.83,163.12,165.68,167.97
LAGNAM,150.75,139.5,142.85,146.8,150.15,154.1,157.45,161.4
LAKPRE,4.35,3.95,4.15,4.25,4.45,4.55,4.75,4.85
LAL,25.5,25.25,25.3,25.4,25.45,25.55,25.6,25.7
LALPATHLAB,2388.35,2276.72,2303.68,2346.02,2372.98,2415.32,2442.28,2484.62
LAMBODHARA,156.05,149.32,152.18,154.12,156.98,158.92,161.78,163.72
LANCORHOL,49.75,46.27,47.38,48.57,49.68,50.87,51.98,53.17
LANDMARK,789.8,746.87,756.43,773.12,782.68,799.37,808.93,825.62
LAOPALA,327.35,321.77,324.08,325.72,328.03,329.67,331.98,333.62
LASA,25.55,24.68,25.02,25.28,25.62,25.88,26.22,26.48
LATENTVIEW,496.35,481.1,487.55,491.95,498.4,502.8,509.25,513.65
LATTEYS,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3
LAURUSLABS,436.95,390.5,402.55,419.75,431.8,449.0,461.05,478.25
LAWSIKHO,284.0,272.67,275.33,279.67,282.33,286.67,289.33,293.67
LAXMICOT,32.55,30.5,31.45,32.0,32.95,33.5,34.45,35.0
LAXMIMACH,16650.1,16223.27,16386.63,16518.37,16681.73,16813.47,16976.83,17108.57
LCCINFOTEC,1.9,1.83,1.87,1.88,1.92,1.93,1.97,1.98
LEMERITE,74.15,61.93,65.52,69.83,73.42,77.73,81.32,85.63
LEMONTREE,144.5,133.97,136.23,140.37,142.63,146.77,149.03,153.17
LEXUS,52.9,46.58,49.37,51.13,53.92,55.68,58.47,60.23
LFIC,182.95,168.88,171.72,177.33,180.17,185.78,188.62,194.23
LGBBROSLTD,1304.35,1261.57,1277.58,1290.97,1306.98,1320.37,1336.38,1349.77
LGBFORGE,10.4,9.77,10.03,10.22,10.48,10.67,10.93,11.12
LGHL,265.0,229.13,239.07,252.03,261.97,274.93,284.87,297.83
LIBAS,21.3,19.35,19.9,20.6,21.15,21.85,22.4,23.1
LIBERTSHOE,330.45,314.03,321.12,325.78,332.87,337.53,344.62,349.28
LICHSGFIN,661.35,639.37,648.18,654.77,663.58,670.17,678.98,685.57
LICI,988.05,954.7,968.35,978.2,991.85,1001.7,1015.35,1025.2
LICMFGOLD,6595.2,6398.13,6452.37,6523.78,6578.02,6649.43,6703.67,6775.08
LICNETFGSC,25.0,24.68,24.83,24.91,25.06,25.14,25.29,25.37
LICNETFN50,244.27,242.12,243.02,243.65,244.55,245.18,246.08,246.71
LICNETFSEN,811.63,794.3,800.16,805.89,811.75,817.48,823.34,829.07
LICNFNHGP,249.83,244.85,246.97,248.4,250.52,251.95,254.07,255.5
LICNMID100,50.19,49.05,49.52,49.86,50.33,50.67,51.14,51.48
LIKHITHA,313.9,298.87,305.73,309.82,316.68,320.77,327.63,331.72
LINC,590.85,555.18,568.12,579.48,592.42,603.78,616.72,628.08
LINCOLN,596.9,572.22,581.73,589.32,598.83,606.42,615.93,623.52
LINDEINDIA,8346.35,8053.67,8167.58,8256.97,8370.88,8460.27,8574.18,8663.57
LIQUID,999.99,999.96,999.97,999.98,999.99,1000.0,1000.01,1000.02
LIQUID1,1000.0,999.98,999.99,999.99,1000.0,1000.0,1000.01,1000.01
LIQUIDADD,1006.73,1005.51,1005.76,1006.24,1006.49,1006.97,1007.22,1007.7
LIQUIDBEES,999.99,995.11,997.55,998.77,1001.21,1002.43,1004.87,1006.09
LIQUIDCASE,101.88,96.65,97.7,99.79,100.84,102.93,103.98,106.07
LIQUIDETF,999.99,993.98,996.98,998.49,1001.49,1003.0,1006.0,1007.51
LIQUIDIETF,999.99,999.96,999.98,999.98,1000.0,1000.0,1000.02,1000.02
LIQUIDSBI,1000.01,999.99,1000.0,1000.0,1000.01,1000.01,1000.02,1000.02
LLOYDS,120.9,120.9,120.9,120.9,120.9,120.9,120.9,120.9
LLOYDSENGG,63.7,60.67,61.83,62.77,63.93,64.87,66.03,66.97
LLOYDSME,727.25,704.97,714.98,721.12,731.13,737.27,747.28,753.42
LODHA,1197.55,1115.15,1143.55,1170.55,1198.95,1225.95,1254.35,1281.35
LOKESHMACH,443.35,412.0,424.05,433.7,445.75,455.4,467.45,477.1
LORDSCHLO,132.55,127.33,129.12,130.83,132.62,134.33,136.12,137.83
LOTUSEYE,60.8,55.53,57.27,59.03,60.77,62.53,64.27,66.03
LOVABLE,125.25,120.17,122.28,123.77,125.88,127.37,129.48,130.97
LOWVOL,179.9,177.19,178.21,179.06,180.08,180.93,181.95,182.8
LOWVOL1,18.3,15.6,16.3,17.3,18.0,19.0,19.7,20.7
LOYALTEX,570.2,543.7,551.9,561.05,569.25,578.4,586.6,595.75
LPDC,9.7,8.93,9.27,9.48,9.82,10.03,10.37,10.58
LRRPL,33.25,32.25,32.75,33.0,33.5,33.75,34.25,34.5
LT,3605.2,3497.27,3541.13,3573.17,3617.03,3649.07,3692.93,3724.97
LTF,163.8,151.7,156.4,160.1,164.8,168.5,173.2,176.9
LTFOODS,214.5,209.42,210.63,212.57,213.78,215.72,216.93,218.87
LTGILTBEES,25.41,25.22,25.29,25.35,25.42,25.48,25.55,25.61
LTIM,4788.05,4493.47,4566.58,4677.32,4750.43,4861.17,4934.28,5045.02
LTTS,4778.1,4390.53,4540.27,4659.18,4808.92,4927.83,5077.57,5196.48
LUMAXIND,2514.25,2404.17,2452.08,2483.17,2531.08,2562.17,2610.08,2641.17
LUMAXTECH,478.95,448.03,463.02,470.98,485.97,493.93,508.92,516.88
LUPIN,1615.95,1553.8,1569.45,1592.7,1608.35,1631.6,1647.25,1670.5
LUXIND,1420.65,1286.18,1323.22,1371.93,1408.97,1457.68,1494.72,1543.43
LXCHEM,253.25,245.62,248.38,250.82,253.58,256.02,258.78,261.22
LYKALABS,123.15,113.73,117.92,120.53,124.72,127.33,131.52,134.13
LYPSAGEMS,6.65,5.42,5.78,6.22,6.58,7.02,7.38,7.82
M&M,2044.9,1957.27,1998.03,2021.47,2062.23,2085.67,2126.43,2149.87
M&MFIN,258.65,250.77,254.08,256.37,259.68,261.97,265.28,267.57
MAANALU,151.65,146.3,148.65,150.15,152.5,154.0,156.35,157.85
MACPOWER,1147.9,1146.2,1146.6,1147.25,1147.65,1148.3,1148.7,1149.35
MADHAV,42.1,40.68,41.37,41.73,42.42,42.78,43.47,43.83
MADHAVBAUG,200.55,196.53,198.32,199.43,201.22,202.33,204.12,205.23
MADHUCON,9.1,8.03,8.47,8.78,9.22,9.53,9.97,10.28
MADHUSUDAN,111.0,103.07,105.03,108.02,109.98,112.97,114.93,117.92
MADRASFERT,92.75,85.75,88.65,90.7,93.6,95.65,98.55,100.6
MAFANG,95.41,94.56,94.73,95.07,95.24,95.58,95.75,96.09
MAGADSUGAR,592.9,567.58,577.87,585.38,595.67,603.18,613.47,620.98
MAGNUM,59.25,54.92,56.08,57.67,58.83,60.42,61.58,63.17
MAGSON,104.0,100.5,101.2,102.6,103.3,104.7,105.4,106.8
MAHABANK,67.65,61.23,63.22,65.43,67.42,69.63,71.62,73.83
MAHAPEXLTD,127.5,122.2,123.5,125.5,126.8,128.8,130.1,132.1
MAHASTEEL,111.75,106.23,107.62,109.68,111.07,113.13,114.52,116.58
MAHEPC,134.1,129.4,131.5,132.8,134.9,136.2,138.3,139.6
MAHESHWARI,67.95,65.65,66.35,67.15,67.85,68.65,69.35,70.15
MAHICKRA,117.0,117.0,117.0,117.0,117.0,117.0,117.0,117.0
MAHKTECH,12.81,12.54,12.62,12.72,12.8,12.9,12.98,13.08
MAHLIFE,665.95,633.62,642.98,654.47,663.83,675.32,684.68,696.17
MAHLOG,471.8,453.93,462.07,466.93,475.07,479.93,488.07,492.93
MAHSCOOTER,7905.0,7412.43,7597.47,7751.23,7936.27,8090.03,8275.07,8428.83
MAHSEAMLES,888.6,842.2,862.6,875.6,896.0,909.0,929.4,942.4
MAITHANALL,1227.55,1139.77,1179.88,1203.72,1243.83,1267.67,1307.78,1331.62
MAITREYA,171.0,165.33,167.67,169.33,171.67,173.33,175.67,177.33
MAKEINDIA,130.26,124.99,127.5,128.88,131.39,132.77,135.28,136.66
MAKS,61.4,60.73,60.87,61.13,61.27,61.53,61.67,61.93
MAL,45.5,44.58,44.97,45.23,45.62,45.88,46.27,46.53
MALLCOM,1041.85,956.57,993.28,1017.57,1054.28,1078.57,1115.28,1139.57
MALUPAPER,38.2,37.3,37.7,37.95,38.35,38.6,39.0,39.25
MANAKALUCO,27.25,26.3,26.65,26.95,27.3,27.6,27.95,28.25
MANAKCOAT,50.85,45.22,46.88,48.87,50.53,52.52,54.18,56.17
MANAKSIA,116.9,111.68,113.97,115.43,117.72,119.18,121.47,122.93
MANAKSTEEL,58.05,56.78,57.42,57.73,58.37,58.68,59.32,59.63
MANALIPETC,77.5,73.85,75.5,76.5,78.15,79.15,80.8,81.8
MANAPPURAM,195.15,186.93,190.52,192.83,196.42,198.73,202.32,204.63
MANAV,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9
MANGALAM,100.7,97.93,98.97,99.83,100.87,101.73,102.77,103.63
MANGCHEFER,117.25,113.6,114.85,116.05,117.3,118.5,119.75,120.95
MANGLMCEM,866.75,811.45,836.35,851.55,876.45,891.65,916.55,931.75
MANINDS,420.1,401.07,408.03,414.07,421.03,427.07,434.03,440.07
MANINFRA,209.25,195.52,199.48,204.37,208.33,213.22,217.18,222.07
MANKIND,2369.0,2242.73,2301.37,2335.18,2393.82,2427.63,2486.27,2520.08
MANOMAY,201.45,183.7,188.35,194.9,199.55,206.1,210.75,217.3
MANORAMA,638.45,588.12,598.18,618.32,628.38,648.52,658.58,678.72
MANORG,417.45,386.02,395.88,406.67,416.53,427.32,437.18,447.97
MANUGRAPH,23.8,22.63,23.07,23.43,23.87,24.23,24.67,25.03
MANYAVAR,937.55,912.1,918.55,928.05,934.5,944.0,950.45,959.95
MAPMYINDIA,1998.55,1875.37,1928.18,1963.37,2016.18,2051.37,2104.18,2139.37
MARALOVER,75.05,71.2,72.35,73.7,74.85,76.2,77.35,78.7
MARATHON,442.0,430.42,435.33,438.67,443.58,446.92,451.83,455.17
MARCO,51.0,50.6,50.8,50.9,51.1,51.2,51.4,51.5
MARICO,517.85,504.22,507.28,512.57,515.63,520.92,523.98,529.27
MARINE,106.9,101.9,102.9,104.9,105.9,107.9,108.9,110.9
MARINETRAN,31.0,30.8,30.9,30.95,31.05,31.1,31.2,31.25
MARKSANS,172.15,159.95,163.05,167.6,170.7,175.25,178.35,182.9
MARSHALL,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
MARUTI,12703.3,12175.53,12417.77,12560.53,12802.77,12945.53,13187.77,13330.53
MASFIN,304.85,290.25,296.65,300.75,307.15,311.25,317.65,321.75
MASKINVEST,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
MASPTOP50,42.89,40.97,41.74,42.31,43.08,43.65,44.42,44.99
MASTEK,2777.15,2651.43,2693.72,2735.43,2777.72,2819.43,2861.72,2903.43
MASTER,151.0,146.47,148.73,149.87,152.13,153.27,155.53,156.67
