Name,Current Price,S3,S2,S1,Pivot,R1,R2,R3
TREEHOUSE,22.7,20.47,21.23,21.97,22.73,23.47,24.23,24.97
TREJHARA,187.6,184.53,185.17,186.38,187.02,188.23,188.87,190.08
TREL,49.2,46.07,47.33,48.27,49.53,50.47,51.73,52.67
TRENT,4304.85,4194.98,4244.22,4274.53,4323.77,4354.08,4403.32,4433.63
TRF,577.0,568.47,572.73,574.87,579.13,581.27,585.53,587.67
TRIDENT,39.8,38.87,39.23,39.52,39.88,40.17,40.53,40.82
TRIDHYA,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25
TRIGYN,119.6,114.47,116.73,118.17,120.43,121.87,124.13,125.57
TRIL,628.05,628.05,628.05,628.05,628.05,628.05,628.05,628.05
TRITURBINE,535.7,517.37,522.93,529.32,534.88,541.27,546.83,553.22
TRIVENI,364.1,346.98,351.07,357.58,361.67,368.18,372.27,378.78
TRU,61.45,56.8,58.95,60.2,62.35,63.6,65.75,67.0
TRUST,240.45,213.63,224.82,232.63,243.82,251.63,262.82,270.63
TTKHLTCARE,1592.7,1537.1,1556.1,1574.4,1593.4,1611.7,1630.7,1649.0
TTKPRESTIG,696.6,685.22,689.63,693.12,697.53,701.02,705.43,708.92
TTL,110.6,106.37,108.23,109.42,111.28,112.47,114.33,115.52
TTML,82.35,79.97,81.08,81.72,82.83,83.47,84.58,85.22
TV18BRDCST,46.35,45.53,45.82,46.08,46.37,46.63,46.92,47.18
TVSELECT,302.9,290.83,295.97,299.43,304.57,308.03,313.17,316.63
TVSHLTD,8460.05,8105.03,8252.02,8356.03,8503.02,8607.03,8754.02,8858.03
TVSMOTOR,2016.5,1952.02,1973.83,1995.17,2016.98,2038.32,2060.13,2081.47
TVSSCS,182.55,172.7,176.05,179.3,182.65,185.9,189.25,192.5
TVSSRICHAK,4159.2,4023.97,4062.53,4110.87,4149.43,4197.77,4236.33,4284.67
TVTODAY,235.15,222.72,227.38,231.27,235.93,239.82,244.48,248.37
UBL,2045.55,1910.3,1944.15,1994.85,2028.7,2079.4,2113.25,2163.95
UCAL,184.15,167.9,174.45,179.3,185.85,190.7,197.25,202.1
UCL,64.95,64.95,64.95,64.95,64.95,64.95,64.95,64.95
UCOBANK,57.0,54.58,55.37,56.18,56.97,57.78,58.57,59.38
UDS,305.8,292.6,298.8,302.3,308.5,312.0,318.2,321.7
UEL,36.15,36.15,36.15,36.15,36.15,36.15,36.15,36.15
UFLEX,458.9,449.87,453.73,456.32,460.18,462.77,466.63,469.22
UFO,143.1,134.03,137.77,140.43,144.17,146.83,150.57,153.23
UGARSUGAR,80.1,76.62,77.63,78.87,79.88,81.12,82.13,83.37
UGROCAP,255.4,237.53,245.67,250.53,258.67,263.53,271.67,276.53
UJJIVAN,559.7,529.6,540.9,550.3,561.6,571.0,582.3,591.7
UJJIVANSFB,53.15,52.07,52.48,52.82,53.23,53.57,53.98,54.32
ULTRACEMCO,9700.9,9509.43,9578.17,9639.53,9708.27,9769.63,9838.37,9899.73
UMA,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75
UMAEXPORTS,104.9,104.83,104.87,104.88,104.92,104.93,104.97,104.98
UMANGDAIRY,96.45,89.72,92.88,94.67,97.83,99.62,102.78,104.57
UMESLTD,5.35,4.87,5.08,5.22,5.43,5.57,5.78,5.92
UNICHEMLAB,594.1,567.18,574.37,584.23,591.42,601.28,608.47,618.33
UNIDT,273.4,262.43,267.47,270.43,275.47,278.43,283.47,286.43
UNIENTER,150.6,142.42,145.23,147.92,150.73,153.42,156.23,158.92
UNIHEALTH,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0
UNIINFO,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75
UNIONBANK,150.9,146.7,148.5,149.7,151.5,152.7,154.5,155.7
UNIPARTS,548.85,532.92,540.28,544.57,551.93,556.22,563.58,567.87
UNITECH,11.65,9.92,10.38,11.02,11.48,12.12,12.58,13.22
UNITEDPOLY,98.05,86.37,90.68,94.37,98.68,102.37,106.68,110.37
UNITEDTEA,348.3,331.95,336.0,342.15,346.2,352.35,356.4,362.55
UNIVAFOODS,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95
UNIVASTU,163.85,154.32,158.28,161.07,165.03,167.82,171.78,174.57
UNIVCABLES,580.4,558.52,566.23,573.32,581.03,588.12,595.83,602.92
UNIVPHOTO,387.55,361.53,369.72,378.63,386.82,395.73,403.92,412.83
UNOMINDA,724.75,704.6,711.05,717.9,724.35,731.2,737.65,744.5
UPL,508.45,491.27,496.88,502.67,508.28,514.07,519.68,525.47
URAVI,405.35,379.15,391.05,398.2,410.1,417.25,429.15,436.3
URBAN,349.4,311.23,318.87,334.13,341.77,357.03,364.67,379.93
URJA,22.1,21.32,21.63,21.87,22.18,22.42,22.73,22.97
USASEEDS,293.05,293.05,293.05,293.05,293.05,293.05,293.05,293.05
USHAMART,368.5,351.0,355.5,362.0,366.5,373.0,377.5,384.0
USK,49.8,49.72,49.73,49.77,49.78,49.82,49.83,49.87
UTIAMC,974.4,912.93,937.47,955.93,980.47,998.93,1023.47,1041.93
UTIBANKETF,49.03,48.05,48.43,48.73,49.11,49.41,49.79,50.09
UTINEXT50,68.02,66.75,67.13,67.57,67.95,68.39,68.77,69.21
UTINIFTETF,241.83,236.4,238.92,240.37,242.89,244.34,246.86,248.31
UTISENSETF,795.88,771.51,782.03,788.95,799.47,806.39,816.91,823.83
UTISXN50,78.54,77.04,77.39,77.97,78.32,78.9,79.25,79.83
UTKARSHBNK,59.6,57.13,58.07,58.83,59.77,60.53,61.47,62.23
UTTAMSUGAR,345.2,335.27,339.63,342.42,346.78,349.57,353.93,356.72
UWCSL,94.5,94.5,94.5,94.5,94.5,94.5,94.5,94.5
V2RETAIL,517.1,483.8,496.9,507.0,520.1,530.2,543.3,553.4
VADILALIND,4469.8,4101.43,4251.47,4360.63,4510.67,4619.83,4769.87,4879.03
VAIBHAVGBL,401.05,384.43,390.02,395.53,401.12,406.63,412.22,417.73
VAISHALI,157.8,150.9,153.9,155.85,158.85,160.8,163.8,165.75
VAKRANGEE,25.55,24.32,24.78,25.17,25.63,26.02,26.48,26.87
VALIANTLAB,157.3,151.75,153.8,155.55,157.6,159.35,161.4,163.15
VALIANTORG,431.55,401.1,408.55,420.05,427.5,439.0,446.45,457.95
VARDHACRLC,57.6,56.07,56.73,57.17,57.83,58.27,58.93,59.37
VARDMNPOLY,85.0,80.03,81.27,83.13,84.37,86.23,87.47,89.33
VARROC,514.2,500.53,505.27,509.73,514.47,518.93,523.67,528.13
VASA,5.65,5.57,5.58,5.62,5.63,5.67,5.68,5.72
VASCONEQ,73.3,71.13,72.07,72.68,73.62,74.23,75.17,75.78
VASWANI,36.75,36.67,36.68,36.72,36.73,36.77,36.78,36.82
VBL,1459.7,1384.88,1403.97,1431.83,1450.92,1478.78,1497.87,1525.73
VCL,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
VEDL,396.55,370.43,378.22,387.38,395.17,404.33,412.12,421.28
VEEKAYEM,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0
VELS,62.7,59.87,60.43,61.57,62.13,63.27,63.83,64.97
VENKEYS,1804.65,1722.18,1750.82,1777.73,1806.37,1833.28,1861.92,1888.83
VENUSPIPES,2078.85,1971.43,2018.22,2048.53,2095.32,2125.63,2172.42,2202.73
VENUSREM,328.4,314.47,320.33,324.37,330.23,334.27,340.13,344.17
VERANDA,179.95,172.65,175.85,177.9,181.1,183.15,186.35,188.4
VERTEXPLUS,156.2,156.2,156.2,156.2,156.2,156.2,156.2,156.2
VERTOZ,858.75,809.5,825.25,842.0,857.75,874.5,890.25,907.0
VESUVIUS,4301.75,4060.5,4169.65,4235.7,4344.85,4410.9,4520.05,4586.1
VETO,132.8,126.77,129.43,131.12,133.78,135.47,138.13,139.82
VGUARD,342.55,332.45,336.65,339.6,343.8,346.75,350.95,353.9
VHL,3081.2,2913.6,2981.8,3031.5,3099.7,3149.4,3217.6,3267.3
VHLTD,58.25,58.25,58.25,58.25,58.25,58.25,58.25,58.25
VIAZ,48.15,47.42,47.78,47.97,48.33,48.52,48.88,49.07
VIDHIING,461.7,443.62,449.83,455.77,461.98,467.92,474.13,480.07
VIJAYA,702.9,656.85,672.9,687.9,703.95,718.95,735.0,750.0
VIJIFIN,4.1,3.8,3.9,4.0,4.1,4.2,4.3,4.4
VIKASECO,4.0,3.92,3.93,3.97,3.98,4.02,4.03,4.07
VIKASLIFE,5.3,5.0,5.1,5.2,5.3,5.4,5.5,5.6
VILINBIO,21.0,20.33,20.67,20.83,21.17,21.33,21.67,21.83
VIMTALABS,542.35,508.13,522.62,532.48,546.97,556.83,571.32,581.18
VINATIORGA,1641.0,1526.6,1556.4,1598.7,1628.5,1670.8,1700.6,1742.9
VINDHYATEL,2637.8,2503.32,2541.63,2589.72,2628.03,2676.12,2714.43,2762.52
VINEETLAB,55.7,54.53,54.77,55.23,55.47,55.93,56.17,56.63
VINNY,4.15,3.85,3.95,4.05,4.15,4.25,4.35,4.45
VINSYS,337.0,323.67,330.33,333.67,340.33,343.67,350.33,353.67
VINYAS,729.3,702.33,709.17,719.23,726.07,736.13,742.97,753.03
VINYLINDIA,385.35,374.4,378.45,381.9,385.95,389.4,393.45,396.9
VIPCLOTHNG,38.65,36.27,37.28,37.97,38.98,39.67,40.68,41.37
VIPIND,545.9,528.62,536.23,541.07,548.68,553.52,561.13,565.97
VIPULLTD,32.8,32.0,32.4,32.6,33.0,33.2,33.6,33.8
VIRINCHI,38.65,35.92,37.18,37.92,39.18,39.92,41.18,41.92
VISAKAIND,111.45,103.88,106.02,108.73,110.87,113.58,115.72,118.43
VISASTEEL,21.7,20.3,21.0,21.35,22.05,22.4,23.1,23.45
VISESHINFO,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
VISHNU,309.75,297.72,302.78,306.27,311.33,314.82,319.88,323.37
VISHNUINFR,262.15,233.6,246.85,254.5,267.75,275.4,288.65,296.3
VISHWARAJ,16.55,15.6,15.95,16.25,16.6,16.9,17.25,17.55
VISHWAS,92.75,87.7,89.95,91.35,93.6,95.0,97.25,98.65
VITAL,92.4,70.07,74.53,83.47,87.93,96.87,101.33,110.27
VIVIANA,432.9,432.9,432.9,432.9,432.9,432.9,432.9,432.9
VIVIDHA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VIVO,78.7,78.62,78.63,78.67,78.68,78.72,78.73,78.77
VLEGOV,69.0,62.57,64.13,66.57,68.13,70.57,72.13,74.57
VLSFINANCE,265.0,256.52,258.63,261.82,263.93,267.12,269.23,272.42
VMARCIND,126.65,123.9,124.45,125.55,126.1,127.2,127.75,128.85
VMART,2164.75,2075.0,2098.65,2131.7,2155.35,2188.4,2212.05,2245.1
VOLTAMP,10259.8,9730.37,9975.93,10117.87,10363.43,10505.37,10750.93,10892.87
VOLTAS,1454.75,1398.75,1412.45,1433.6,1447.3,1468.45,1482.15,1503.3
VPRPL,164.25,160.43,161.72,162.98,164.27,165.53,166.82,168.08
VR,141.0,131.0,133.0,137.0,139.0,143.0,145.0,149.0
VRLLOG,567.6,543.27,554.13,560.87,571.73,578.47,589.33,596.07
VSCL,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
VSSL,298.7,257.1,271.5,285.1,299.5,313.1,327.5,341.1
VSTIND,4120.2,3861.13,3938.07,4029.13,4106.07,4197.13,4274.07,4365.13
VSTL,299.25,282.23,290.12,294.68,302.57,307.13,315.02,319.58
VSTTILLERS,3530.0,3052.08,3158.87,3344.43,3451.22,3636.78,3743.57,3929.13
VTL,451.5,434.17,442.13,446.82,454.78,459.47,467.43,472.12
WABAG,988.75,946.5,964.25,976.5,994.25,1006.5,1024.25,1036.5
WALCHANNAG,234.0,221.83,226.67,230.33,235.17,238.83,243.67,247.33
WALPAR,138.5,137.97,138.23,138.37,138.63,138.77,139.03,139.17
WANBURY,157.75,150.8,153.45,155.6,158.25,160.4,163.05,165.2
WEALTH,744.8,710.62,722.33,733.57,745.28,756.52,768.23,779.47
WEBELSOLAR,675.5,628.67,649.43,662.47,683.23,696.27,717.03,730.07
WEIZMANIND,129.65,118.13,122.52,126.08,130.47,134.03,138.42,141.98
WEL,1251.8,1152.5,1172.4,1212.1,1232.0,1271.7,1291.6,1331.3
WELCORP,571.4,550.1,558.2,564.8,572.9,579.5,587.6,594.2
WELENT,343.9,332.23,336.77,340.33,344.87,348.43,352.97,356.53
WELINV,797.9,761.27,768.63,783.27,790.63,805.27,812.63,827.27
WELSPUNLIV,153.0,142.78,147.47,150.23,154.92,157.68,162.37,165.13
WENDT,13081.0,12454.0,12727.0,12904.0,13177.0,13354.0,13627.0,13804.0
WESTLIFE,886.65,767.27,795.18,840.92,868.83,914.57,942.48,988.22
WEWIN,86.8,84.28,85.37,86.08,87.17,87.88,88.97,89.68
WHEELS,582.5,566.9,573.2,577.85,584.15,588.8,595.1,599.75
WHIRLPOOL,1501.1,1424.93,1457.57,1479.33,1511.97,1533.73,1566.37,1588.13
WILLAMAGOR,35.95,33.9,34.55,35.25,35.9,36.6,37.25,37.95
WINDLAS,547.15,535.77,540.38,543.77,548.38,551.77,556.38,559.77
WINDMACHIN,89.5,83.68,85.37,87.43,89.12,91.18,92.87,94.93
WINSOME,3.65,3.52,3.58,3.62,3.68,3.72,3.78,3.82
WIPL,150.4,139.33,144.67,147.53,152.87,155.73,161.07,163.93
WIPRO,464.6,444.67,453.13,458.87,467.33,473.07,481.53,487.27
WOCKPHARMA,573.75,530.83,547.92,560.83,577.92,590.83,607.92,620.83
WOMANCART,121.0,111.53,115.07,118.03,121.57,124.53,128.07,131.03
WONDERLA,980.75,936.43,955.72,968.23,987.52,1000.03,1019.32,1031.83
WORTH,114.45,105.82,109.08,111.77,115.03,117.72,120.98,123.67
WSI,158.3,143.77,147.93,153.12,157.28,162.47,166.63,171.82
WSTCSTPAPR,631.95,599.17,613.98,622.97,637.78,646.77,661.58,670.57
WTICAB,230.25,203.73,210.52,220.38,227.17,237.03,243.82,253.68
XCHANGING,122.5,118.47,120.23,121.37,123.13,124.27,126.03,127.17
XELPMOC,144.15,134.67,138.38,141.27,144.98,147.87,151.58,154.47
XPROINDIA,1092.5,1037.58,1062.07,1077.28,1101.77,1116.98,1141.47,1156.68
YAARI,11.45,11.45,11.45,11.45,11.45,11.45,11.45,11.45
YASHO,1898.25,1732.5,1801.25,1849.75,1918.5,1967.0,2035.75,2084.25
YASHOPTICS,103.75,95.9,99.45,101.6,105.15,107.3,110.85,113.0
YATHARTH,450.15,431.67,436.08,443.12,447.53,454.57,458.98,466.02
YATRA,148.7,138.35,141.7,145.2,148.55,152.05,155.4,158.9
YCCL,27.7,26.3,27.0,27.35,28.05,28.4,29.1,29.45
YESBANK,26.15,25.42,25.68,25.92,26.18,26.42,26.68,26.92
YUDIZ,83.2,77.8,80.2,81.7,84.1,85.6,88.0,89.5
YUKEN,1274.65,1186.1,1214.05,1244.35,1272.3,1302.6,1330.55,1360.85
ZAGGLE,308.0,285.67,290.93,299.47,304.73,313.27,318.53,327.07
ZEAL,224.45,216.37,218.18,221.32,223.13,226.27,228.08,231.22
ZEEL,145.9,137.1,140.1,143.0,146.0,148.9,151.9,154.8
ZEELEARN,6.1,5.97,6.03,6.07,6.13,6.17,6.23,6.27
ZEEMEDIA,11.35,10.6,10.85,11.1,11.35,11.6,11.85,12.1
ZENITHDRUG,62.85,58.57,60.28,61.57,63.28,64.57,66.28,67.57
ZENITHEXPO,179.6,170.38,174.37,176.98,180.97,183.58,187.57,190.18
ZENITHSTL,8.35,7.75,7.95,8.15,8.35,8.55,8.75,8.95
ZENSARTECH,620.75,530.9,558.05,589.4,616.55,647.9,675.05,706.4
ZENTEC,1016.8,960.35,984.3,1000.55,1024.5,1040.75,1064.7,1080.95
ZFCVINDIA,13874.5,13438.0,13631.5,13753.0,13946.5,14068.0,14261.5,14383.0
ZIMLAB,122.4,115.48,118.07,120.23,122.82,124.98,127.57,129.73
ZODIAC,552.55,552.55,552.55,552.55,552.55,552.55,552.55,552.55
ZODIACLOTH,118.4,114.4,116.2,117.3,119.1,120.2,122.0,123.1
ZOMATO,188.1,182.05,184.2,186.15,188.3,190.25,192.4,194.35
ZOTA,485.0,470.42,475.73,480.37,485.68,490.32,495.63,500.27
ZUARI,199.9,189.02,192.43,196.17,199.58,203.32,206.73,210.47
ZUARIIND,351.75,338.48,344.32,348.03,353.87,357.58,363.42,367.13
ZYDUSLIFE,947.4,927.57,936.03,941.72,950.18,955.87,964.33,970.02
ZYDUSWELL,1669.45,1621.1,1636.05,1652.75,1667.7,1684.4,1699.35,1716.05
